Term,Course,Title,Section,CRN,Days,Times,Location,Status,Max,Now,Instructor,Delivery Mode,Credits,Info,Comments
202610,ARCH310,CO-OP WORK EXPERIENCE I,002,10089,,TBA, ,Open,19,0,,Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10089,See department for permission to enroll.
202610,ARCH310,CO-OP WORK EXPERIENCE I,004,10090,,TBA, ,Open,19,0,,Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10090,See department for permission to enroll.
202610,ARCH310,CO-OP WORK EXPERIENCE I,006,10091,,TBA, ,Open,19,0,,Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10091,See department for permission to enroll.
202610,ARCH314,ENVIRON CONTROL SYSTEMS II,002,10093,T,8:30 AM - 9:50 AM,WEST LECT 1,Open,160,144,"Inglese, John",Hybrid,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10093,Hybrid Course<br />https://www.njit.edu/registrar/instructionaldelivery/
202610,ARCH335,DIGITAL TECTONICS,004,10094,MR,11:30 AM - 12:50 PM,CKB 315,Closed,20,20,"Pediredla, Sampath",Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10094,
202610,ARCH337,BUILDING INFORMATION MODELING,102,10095,W,6:00 PM - 8:50 PM,WEST 140,Closed,20,20,"Warshofsky, Brandon",Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10095,
202610,ARCH337,BUILDING INFORMATION MODELING,104,10096,T,6:00 PM - 8:50 PM,WEST 650,Closed,20,20,"Ikharo, Deen",Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10096,
202610,ARCH396,ARCHITECTURE STUDIO VI,002,10097,MR,1:00 PM - 5:20 PM, ,Open,3,0,"Harp, Cleveland",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10097,
202610,ARCH396,ARCHITECTURE STUDIO VI,004,10098,MR,1:00 PM - 5:20 PM, ,Closed,0,15,"Harp, Cleveland",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10098,
202610,ARCH396,ARCHITECTURE STUDIO VI,006,10099,MR,1:00 PM - 5:20 PM, ,Closed,0,15,"Wilford, Marcus",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10099,
202610,ARCH396,ARCHITECTURE STUDIO VI,008,10100,MR,1:00 PM - 5:20 PM, ,Closed,0,16,"Stevens, Jeff",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10100,
202610,ARCH396,ARCHITECTURE STUDIO VI,010,10101,MR,1:00 PM - 5:20 PM, ,Closed,0,16,"Baran, Victoria",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10101,
202610,ARCH396,ARCHITECTURE STUDIO VI,012,10102,MR,1:00 PM - 5:20 PM, ,Closed,0,15,"Jain, Swati",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10102,
202610,ARCH396,ARCHITECTURE STUDIO VI,014,10103,MR,1:00 PM - 5:20 PM, ,Closed,0,15,"Mand, Xaever",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10103,
202610,ARCH396,ARCHITECTURE STUDIO VI,016,10104,MR,1:00 PM - 5:20 PM, ,Closed,0,15,"Lorenz, Fabian",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10104,
202610,ARCH396,ARCHITECTURE STUDIO VI,018,10105,MR,1:00 PM - 5:20 PM, ,Closed,0,15,"Choi, Judy",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10105,
202610,ARCH396,ARCHITECTURE STUDIO VI,020,10106,MR,1:00 PM - 5:20 PM, ,Closed,0,16,"Firestone, Charles",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10106,
202610,ARCH396,ARCHITECTURE STUDIO VI,022,10107,MR,1:00 PM - 5:20 PM, ,Closed,0,15,"Harrington, Anthony",Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10107,
202610,ARCH396,ARCHITECTURE STUDIO VI,024,10108,MR,1:00 PM - 5:20 PM, ,Closed,0,0,,Face-to-Face,4,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10108,
202610,ARCH408,INVESTIGATION CONTEM LANDSCAPE,002,10109,MR,10:00 AM - 11:20 AM,WEST 210,Closed,20,20,"Stevens, Jeff",Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10109,
202610,ARCH410,CO-OP WORK EXPERIENCE II,002,10110,,TBA, ,Open,19,0,,Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10110,See department for permission to enroll.
202610,ARCH410,CO-OP WORK EXPERIENCE II,004,10111,,TBA, ,Open,19,0,,Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10111,See department for permission to enroll.
202610,ARCH410,CO-OP WORK EXPERIENCE II,006,10112,,TBA, ,Open,19,0,,Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10112,See department for permission to enroll.
202610,ARCH423,ADVANCED CONSTRUCTION,002,16440,F,10:00 AM - 11:20 AM, ,Cancelled,20,0,,Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=16440,Cancelled 12/01/25
202610,ARCH423,ADVANCED CONSTRUCTION,004,16560,F,10:00 AM - 11:20 AM,CKB 212,Open,20,19,"Owens, Cheyne",Face-to-Face,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=16560,
202610,ARCH461,RESILIENT STRUCTURAL DESIGN,002,10113,M,2:30 PM - 3:50 PM,CULM LECT 1,Closed,43,43,"Taher, Rima",Hybrid,3,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10113,Hybrid Course<br />https://www.njit.edu/registrar/instructionaldelivery
202610,ARCH463,OPTIONS STUDIO I,002,10114,F,1:00 PM - 6:20 PM, ,Closed,7,7,"Sollohub, Darius",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10114,
202610,ARCH463,OPTIONS STUDIO I,004,10115,F,1:00 PM - 6:20 PM, ,Closed,7,7,"Berlinghieri, Joseph",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10115,
202610,ARCH463,OPTIONS STUDIO I,006,10116,F,1:00 PM - 6:20 PM, ,Closed,7,7,"Marchetto, Vincent",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10116,
202610,ARCH463,OPTIONS STUDIO I,008,10117,F,1:00 PM - 6:20 PM, ,Closed,7,7,"Pellegrino, Erin",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10117,
202610,ARCH463,OPTIONS STUDIO I,010,10118,F,1:00 PM - 6:20 PM, ,Open,7,6,"MacDonald, William",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10118,
202610,ARCH464,OPTIONS STUDIO II,002,10119,F,1:00 PM - 6:20 PM, ,Closed,8,8,"Sollohub, Darius",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10119,
202610,ARCH464,OPTIONS STUDIO II,004,10120,F,1:00 PM - 6:20 PM, ,Closed,8,8,"Berlinghieri, Joseph",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10120,
202610,ARCH464,OPTIONS STUDIO II,006,10121,F,1:00 PM - 6:20 PM, ,Closed,8,8,"Marchetto, Vincent",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10121,
202610,ARCH464,OPTIONS STUDIO II,008,10122,F,1:00 PM - 6:20 PM, ,Closed,8,8,"Pellegrino, Erin",Face-to-Face,5,https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=584&term_id-1=2026 Spring&crn-1=10122,
