Term,Course,Title,Section,CRN,Days,Times,Location,Status,Max,Now,Instructor,Delivery Mode,Credits,Info,Comments
202650,PE 115,STRNGTH TRNING & CONDING,,,TR,8:30 AM - 10:00 AM,DHRH FIT,,20,,"Callahan, Brian",Face-to-Face,,,
202650,CS 280,PROGRAMMING LANG CONCEPTS,,,MWR,1:00 PM - 3:50 PM,ECEC 100,,43,,"Kapleau, Jonathan",Face-to-Face,,,
202650,CS 301,INTRODUCTION TO DATA SCIENCE,,,MTR,9:00 AM - 11:50 AM,ECEC 100,,43,,"Islam, Akm",Face-to-Face,,,
202650,CS 341,FOUND OF COMPUTER SCIENCE II,,,MTR,1:00 PM - 3:50 PM,ECEC 100,,43,,"Kaur, Arashdeep",Face-to-Face,,,
202650,CS 350,INTRO TO COMPUTER SYSTEMS,,,MWR,1:00 PM - 3:50 PM,ECEC 115,,43,,"Itani, Abdul-Rahman",Face-to-Face,,,
202650,CS 435,ADV DATA STRUCT-ALG DES,,,MWR,9:00 AM - 12:50 PM,ECEC 115,,43,,"Itani, Abdul-Rahman",Face-to-Face,,,
202650,ENGR 423,DRONE SCIENCE FUNDAMENTALS,,,MW,2:00 PM - 5:50 PM,FENS 225,,15,,"Abichandani, Pramod",Face-to-Face,,,
202650,BME 302,INTRO BIOMED ENGR II,,,MTWR,6:00 PM - 8:50 PM,FENS 636,,20,,"Moodey, Paul",Face-to-Face,,,
202650,AD 162,HISTORY OF ART AND DESIGN II,,,MWF,1:00 PM - 3:50 PM,FMH 108,,25,,"Von Koenig, Gretchen",Face-to-Face,,,
202650,ET 450,ET CAPSTONE PROJECT,,,MW,6:00 PM - 8:50 PM,FMH 108,,25,,"Beshay, Joseph",Face-to-Face,,,
202650,FED 101,FUNDAMENTALS OF ENGR DESIGN,,,MTWR,9:00 AM - 11:50 AM,FMH 108,,25,,"Cheraghali, Danial",Face-to-Face,,,
202650,ME 408,MECHANICAL SYSTEMS DESIGN II,,,MWR,6:00 PM - 8:50 PM,FMH 110,,35,,"Russell, Kevin",Face-to-Face,,,
202650,CS 113,INTRO COMPUTER SCI I,,,MWR,1:00 PM - 3:50 PM,FMH 306,,43,,"Pethkar, Kaustubh Vijaykumar",Face-to-Face,,,
202650,CS 113,INTRO COMPUTER SCI I,,,MWR,9:00 AM - 11:50 AM,FMH 306,,43,,"Spirollari, Junilda",Face-to-Face,,,
202650,CS 241,FOUNDATIONS OF COMP SCIENCE I,,,MTR,1:00 PM - 3:50 PM,FMH 306,,43,,"Ionescu, Adrian",Face-to-Face,,,
202650,MATH 222,DIFFERENTIAL EQUATIONS,,,MWR,6:00 PM - 8:00 PM,FMH 306,,43,,"Bouayad, Rachid",Face-to-Face,,,
202650,CHEM 125,GENERAL CHEMISTRY I,,,MTW,6:00 PM - 8:50 PM,FMH 408,,43,,"Peels, Mieke",Face-to-Face,,,
202650,CS 114,INTRO TO COMPUTER SCIENCE II,,,MTW,9:00 AM - 11:50 AM,FMH 408,,43,,"Eskandari, Marzieh",Face-to-Face,,,
202650,CS 114,INTRO TO COMPUTER SCIENCE II,,,MWR,9:00 AM - 11:50 AM,FMH 408,,43,,"Rutkowski, Wallace",Face-to-Face,,,
202650,YWCC 307,PROFESSIONAL DEV IN COMPUTING,,,MW,1:00 PM - 2:20 PM,FMH 408,,43,,"Ohshiro, Keita",Face-to-Face,,,
202650,IT 120,INTRO TO NETWORKING TECHNOLOGY,,,MWR,6:00 PM - 8:50 PM,GITC 1202,,30,,"Farley, Jennifer",Face-to-Face,,,
202650,IT 420,COMPUTER SYSTEMS AND NETWORKS,,,TR,1:00 PM - 3:50 PM,GITC 1202,,30,,"Farley, Jennifer",Face-to-Face,,,
202650,MET 105,APPLIED CAD,,,MW,9:00 AM - 11:50 AM,GITC 2305,,30,,"Visakay, Alexander",Face-to-Face,,,
202650,MNET 315,INDUSTRIAL STATISTICS,,,TR,6:00 PM - 10:00 PM,GITC 2305,,30,,"May, Edwin",Face-to-Face,,,
202650,MGMT 190,INTRODUCTION TO BUSINESS,,,MTWR,9:00 AM - 11:50 AM,GITC 2315A,,,,"Salmeron, Maria",Face-to-Face,,,
202650,CHEM 126,GEN CHEMISTRY II,,,MTR,6:00 PM - 8:50 PM,KUPF 105,,43,,"DePaolo, Patrick",Face-to-Face,,,
202650,CS 100,ROADMAP TO COMPUTING,,,MTWR,9:00 AM - 11:50 AM,MALL PC36,,,,"Dale, Mohit",Face-to-Face,,,
202650,ENGL 101,INTRO TO ACADEMIC WRITING,,,MTWR,9:00 AM - 11:50 AM,MALL PC37,,,,"Bruzzano, Carol",Face-to-Face,,,
202650,ME 405,MECHANICAL LABORATORY II,,,MWR,9:00 AM - 11:50 AM,ME 110,,20,,"Moon, Swapnil",Face-to-Face,,,
202650,ME 406,MECHANICAL LABORATORY III,,,MWR,6:00 PM - 8:50 PM,ME 110,,20,,"Moon, Swapnil",Face-to-Face,,,
202650,ME 406,MECHANICAL LABORATORY III,,,MWR,1:00 PM - 3:50 PM,ME 110,,20,,"Samardzic, Veljko",Face-to-Face,,,
202650,ME 343,MECHANICAL LABORATORY I,,,MWR,9:00 AM - 12:55 PM,ME 214,,20,,"Mani, Balraj",Face-to-Face,,,
202650,ME 403,MECHANICAL SYSTEMS DESIGN I,,,MWR,1:00 PM - 3:50 PM,ME 219,,35,,"Mu, Xiaoming",Face-to-Face,,,
202650,ME 430,INTRO COMPUTER AIDED DES,,,MWR,1:00 PM - 3:50 PM,ME 219,,35,,"Moon, Swapnil",Face-to-Face,,,
202650,ME 315,STRESS ANALYSIS,,,MWR,1:00 PM - 3:50 PM,ME 221,,35,,"Rahman, Sahidur",Face-to-Face,,,
202650,ME 316,MACHINE DESIGN,,,MWR,9:00 AM - 11:50 AM,ME 224,,35,,"Samardzic, Veljko",Face-to-Face,,,
202650,ME 408,MECHANICAL SYSTEMS DESIGN II,,,MWR,1:00 PM - 3:50 PM,ME 224,,35,,"Russell, Kevin",Face-to-Face,,,
202650,ME 408,MECHANICAL SYSTEMS DESIGN II- HONORS,,,MWR,1:00 PM - 3:50 PM,ME 224,,35,,"Russell, Kevin",Face-to-Face,,,
202650,MATH 337,LINEAR ALGEBRA,,,MW,6:00 PM - 8:50 PM,TIER 105,,36,,"Afkhami, Shahriar",Face-to-Face,,,
202650,ME 305,INTRO TO SYSTEM DYNAMICS,,,MWR,6:00 PM - 8:50 PM,TIER 106,,39,,"Reddy, Trivikrama",Face-to-Face,,,
202650,PHYS 121,PHYSICS II,,,MWR,9:00 AM - 11:50 AM,TIER 106,,39,,"Hijazi, Hussein",Face-to-Face,,,
202650,PHYS 111,PHYSICS I,,,MWR,6:00 PM - 8:50 PM,TIER 107,,39,,"Cohanoschi, Ion",Face-to-Face,,,
202650,PHYS 203,THE EARTH IN SPACE,,,MWR,1:00 PM - 3:50 PM,TIER 107,,39,,"Maljian, Libarid",Face-to-Face,,,
202650,CHE 260,FLUID FLOW,,,MTWR,9:00 AM - 12:00 PM,TIER 108,,40,,"Reid, Nellone",Face-to-Face,,,
202650,CS 356,INTRO TO COMPUTER NETWORKS,,,TR,1:00 PM - 3:50 PM,TIER 108,,40,,"Raza, Asad",Face-to-Face,,,
202650,PHYS 111,PHYSICS I,,,MWR,9:00 AM - 11:50 AM,TIER 108,,40,,"Vataj, Esmeralda",Face-to-Face,,,
202650,PHYS 121,PHYSICS II,,,MWR,6:00 PM - 8:50 PM,TIER 108,,40,,"Gokce, Oktay",Face-to-Face,,,
202650,PHYS 102,GENERAL PHYSICS I,,,MWR,9:00 AM - 11:50 AM,TIER 112,,39,,"Kuzichev, Ilya",Face-to-Face,,,
202650,PHYS 102,GENERAL PHYSICS I,,,MWR,6:00 PM - 8:50 PM,TIER 112,,39,,"Zhou, Changshi",Face-to-Face,,,
202650,PHYS 103,GENERAL PHYSICS II,,,MWR,9:00 AM - 11:50 AM,TIER 112,,39,,"Kuzichev, Ilya",Face-to-Face,,,
202650,PHYS 202,INTRO ASTRONOMY COSMOLGY,,,MWR,6:00 PM - 8:50 PM,TIER 112,,39,,"Maljian, Libarid",Face-to-Face,,,
202650,PHYS 122,ELECTRICITY & MAGNTSM ECE APPL,,,MWR,9:00 AM - 11:50 AM,TIER 113,,39,,,Face-to-Face,,,
202650,PHYS 122,ELECTRICITY & MAGNTSM ECE APPL,,,MWR,6:00 PM - 8:50 PM,TIER 113,,39,,"Zhou, Changshi",Face-to-Face,,,
202650,CHEM 222,ANALYTICAL CHEMISTRY,,,MTR,1:00 PM - 3:50 PM,TIER 114,,25,,"Edens, Gregory",Face-to-Face,,,
202650,CHEM 125A,GENERAL CHEMISTRY  LAB I,,,MTR,1:00 PM - 3:50 PM,TIER 204,,32,,"Gu, Pin",Face-to-Face,,,
202650,CHEM 126A,GEN CHEMISTRY LAB II,,,MTR,9:00 AM - 11:50 AM,TIER 204,,32,,"Hussain, Chaudhery",Face-to-Face,,,
202650,CHEM 244A,ORGANIC CHEMISTRY I LAB,,,MTWR,1:00 PM - 4:00 PM,TIER 207,,20,,"Hussain, Chaudhery",Face-to-Face,,,
202650,FRSC 307,CRIME SCENE INVESTIGATION &LAB,,,MWR,6:00 PM - 8:25 PM,TIER 209,,20,,"Winter, Andrew",Face-to-Face,,,
202650,PHYS 111A,PHYSICS I LAB,,,MWR,1:00 PM - 3:00 PM,TIER 406,,32,,"Chen, Jianping",Face-to-Face,,,
202650,PHYS 121A,PHYSICS II LAB,,,MWR,1:00 PM - 3:00 PM,TIER 406,,32,,"Khaleghi, Artin",Face-to-Face,,,
202650,PHYS 111A,PHYSICS I LAB,,,MWR,1:00 PM - 3:00 PM,TIER 407,,32,,"Wickline, Mallory",Face-to-Face,,,
202650,PHYS 121A,PHYSICS II LAB,,,MWR,1:00 PM - 3:00 PM,TIER 407,,32,,"Shahid Akbar, Shahid Akbar",Face-to-Face,,,
202650,PHYS 103A,GENERAL PHYSICS II LAB,,,MWR,1:00 PM - 3:00 PM,TIER 408,,32,,"Seyfritz, Louis",Face-to-Face,,,
202650,PHYS 102A,GENERAL PHYSICS I LAB,,,MWR,1:00 PM - 3:00 PM,TIER 409,,32,,"Duan, Evan",Face-to-Face,,,
202650,PHYS 102A,GENERAL PHYSICS I LAB,,,MWR,1:00 PM - 3:00 PM,TIER 409,,32,,"Lalu, Catherin Neena",Face-to-Face,,,
202650,PE 115,STRNGTH TRNING & CONDING,,,MW,8:30 AM - 10:00 AM,WEC FITCENTR,,20,,,Face-to-Face,,,
202650,PE 129,INDIVIDUALIZED FITNESS,,,MW,8:30 AM - 10:00 AM,WEC FITCENTR,,20,,"Callahan, Brian",Face-to-Face,,,
202650,ARCH 110,TOOLS AND TECHNIQUES I,,,MWR,1:00 PM - 3:50 PM,WEST 310,,15,,"Jia, Muxin",Face-to-Face,,,
